id,order,family,subfamily,genus,specificEpithet,scientificName,habitat,traitName,traitValue,traitAssignmentLevelHabitat,traitAssignmentLevelAdultDiet,traitAssignmentLevelLarvalDiet,notes,basisOfRecord,referenceNumber,references
18,Diptera,Agromyzidae,,Ophiomyia,similata,Ophiomyia similata,Terrestrial,adultDiet,Leaf/Root/Stem Feeding,Genus,Family,Genus,Some Ophiomyia feed on stems and others feed on leaves. Some are serious pests of soy beans. Mine leaves of plants such as dandelion and sow-thistle.,MaterialCitation,13,"Complex feeding tracks of the sessile herbivorous insect Ophiomyia maura as a function of the defense against insect parasitoids (https://doi.org/10.1371/journal.pone.0032594) | Manual of Nearctic Diptera | Plant Parasites of Europe (https://bladmineerders.nl/) | Manual of North American Agromyzidae (Diptera, Schizophora), with revision of the fauna of the “Delmarva” states (https://doi.org/10.3897/zookeys.1051.64603) | New records of Agromyzidae (Diptera) from Portugal, with an updated checklist (https://doi.org/10.2478/cszma-2018-0002) | A Taxonomic Survey of the Agromyzidae (Diptera) of Alberta, Canada, with Observations on Host-Plant Relationships | The Diptera families of British Columbia | Biology of Ophiomyia centrosematis (Diptera: Agromyzidae), a pest of soybean (https://doi.org/10.1093/aesa/81.6.938) | Biology and host range of Ophiomyia camarae Spencer (Diptera: Agromyzidae), a potential biocontrol agent for Lantana spp. (Verbenaceae) in Australia (https://doi.org/10.1080/09583150902968980) | Biology and host range of Ophiomyia camarae, a biological control agent for Lantana camara in South Africa (https://doi.org/10.1023/A:1016541809545) | Ophiomyia kwansonis Sasakawa (Diptera: Agromyzidae), the Daylily Leafminer, an Asian Species Recently Identified in the Continental United States (https://doi.org/10.4289/0013-8797.116.4.421) | Specific Mining Pattern as a Result of Selective Feeding Within a Leaf by the Dipteran Leafminer Ophiomyia maura (Diptera: Agromyzidae) (https://doi.org/10.1603/AN10049) | Complex Feeding Tracks of the Sessile Herbivorous Insect Ophiomyia maura as a Function of the Defense against Insect Parasitoids (https://doi.org/10.1371/journal.pone.0032594)"
19,Diptera,Agromyzidae,,Phytoliriomyza,arctica,Phytoliriomyza arctica,Terrestrial,adultDiet,Leaf/Root/Stem Feeding,Species,Family,Species,Stem mining,MaterialCitation,4,"Plant Parasites of Europe (https://bladmineerders.nl/) | A Taxonomic Survey of the Agromyzidae (Diptera) of Alberta, Canada, with Observations on Host-Plant Relationships |Manual of Nearctic Diptera | The Diptera families of British Columbia"
20,Diptera,Agromyzidae,,Phytoliriomyza,dorsata,Phytoliriomyza dorsata,Terrestrial,adultDiet,Leaf/Root/Stem Feeding,Genus,Family,Genus,Feeds on leaves of various hosts,MaterialCitation,4,"Plant Parasites of Europe (https://bladmineerders.nl/) | A Taxonomic Survey of the Agromyzidae (Diptera) of Alberta, Canada, with Observations on Host-Plant Relationships |Manual of Nearctic Diptera | The Diptera families of British Columbia"
21,Diptera,Agromyzidae,,Phytomyza,aquilonia,Phytomyza aquilonia,Terrestrial,adultDiet,Leaf/Root/Stem Feeding,Species,Genus,Species,,MaterialCitation,20,"Manual of Nearctic Diptera | Plant Parasites of Europe (https://bladmineerders.nl/)| Manual of North American Agromyzidae (Diptera, Schizophora), with revision of the fauna of the “Delmarva” states (https://doi.org/10.3897/zookeys.1051.64603) | New records of Agromyzidae (Diptera) from Portugal, with an updated checklist (https://doi.org/10.2478/cszma-2018-0002) | Phytomyza omlandi spec. nov. – The first species of Agromyzidae (Diptera: Schizophora) reared from the family Gelsemiaceae (Asteridae) (https://doi.org/10.4289/0013-8797.113.1.42) | Bottom-up density regulation in the holly leaf-miner Phytomyza ilicis (https://doi.org/10.1111/j.0021-8790.2004.00867.x) | Molecular phylogenetics of the holly leafminers (Diptera: Agromyzidae: Phytomyza): species limits, speciation, and dietary specialization (https://doi.org/10.1006/mpev.2000.0830) | Adult movement of the native holly leafminer, Phytomyza ilicicola Loew (Diptera: Agromyzidae): Consequences for host choice within and between habitats (https://doi.org/10.1007/BF00317265) | A Taxonomic Survey of the Agromyzidae (Diptera) of Alberta, Canada, with Observations on Host-Plant Relationships | Effects of host-plant population size and plant sex on a specialist leaf-miner (https://doi.org/10.1016/j.actao.2010.11.007) | Diversity and host plant-use North American Phytomyza holly leafminers (Diptera: Agromyzidae): colonization, divergence, and specificity in a host-associated radiation (https://doi.org/10.1093/aesa/saaa03) | Plant hosts and parasitoid associations of leaf mining flies (Diptera: Agromyzidae) in the Canberra region of Australia (https://doi.org/10.1111/j.1440-6055.2007.00622.x) | The Diptera families of British Columbia | Influence of the holly leaf miner, Phytomyza ilicis (Diptera Agromyzidae), on leaf abscission (https://doi.org/10.1080/00222938800770281) | Studies on the Biology of Phytomyza Atricornis Meigen (Agromyzidae: Diptera) | A New Leaf Miner Injurious to Larkspur (Phytomyza delphiniae Frost) (https://doi.org/10.1093/jee/21.6.855) | Biology and Host Range of Phytomyza vitalbae and its Establishment for the Biological Control of Clematis vitalba in New Zealand (https://doi.org/10.1080/09583150120067490) | Biology and leaf-mining behaviour of Phytomyza lanati (Diptera: Agromyzidae) (https://doi.org/10.4039/Ent100341-4) | The biology of the Chrysanthemum leaf-miner, Phytomyza atricornis mg. (Diptera: Agromyzide) (https://doi.org/10.1111/j.1744-7348.1936.tb06114.x) | Seasonal incidence of the leaf miner Liriomyza cicerina Rond (Diptera: Agromyzidae) in chickpea fields and effects of climatic parameters, chickpea variety, and planting date on the leaf miner infestation rate (https://doi.org/10.1007/s41207-020-00198-4)"
22,Diptera,Agromyzidae,,Phytomyza,erigerontophaga,Phytomyza erigerontophaga,Terrestrial,adultDiet,Leaf/Root/Stem Feeding,Genus,Genus,Genus,"Some are leaf mining, while other species mine stems. Feed on a large variety of plants",MaterialCitation,20,"Manual of Nearctic Diptera | Plant Parasites of Europe (https://bladmineerders.nl/)| Manual of North American Agromyzidae (Diptera, Schizophora), with revision of the fauna of the “Delmarva” states (https://doi.org/10.3897/zookeys.1051.64603) | New records of Agromyzidae (Diptera) from Portugal, with an updated checklist (https://doi.org/10.2478/cszma-2018-0002) | Phytomyza omlandi spec. nov. – The first species of Agromyzidae (Diptera: Schizophora) reared from the family Gelsemiaceae (Asteridae) (https://doi.org/10.4289/0013-8797.113.1.42) | Bottom-up density regulation in the holly leaf-miner Phytomyza ilicis (https://doi.org/10.1111/j.0021-8790.2004.00867.x) | Molecular phylogenetics of the holly leafminers (Diptera: Agromyzidae: Phytomyza): species limits, speciation, and dietary specialization (https://doi.org/10.1006/mpev.2000.0830) | Adult movement of the native holly leafminer, Phytomyza ilicicola Loew (Diptera: Agromyzidae): Consequences for host choice within and between habitats (https://doi.org/10.1007/BF00317265) | A Taxonomic Survey of the Agromyzidae (Diptera) of Alberta, Canada, with Observations on Host-Plant Relationships | Effects of host-plant population size and plant sex on a specialist leaf-miner (https://doi.org/10.1016/j.actao.2010.11.007) | Diversity and host plant-use North American Phytomyza holly leafminers (Diptera: Agromyzidae): colonization, divergence, and specificity in a host-associated radiation (https://doi.org/10.1093/aesa/saaa03) | Plant hosts and parasitoid associations of leaf mining flies (Diptera: Agromyzidae) in the Canberra region of Australia (https://doi.org/10.1111/j.1440-6055.2007.00622.x) | The Diptera families of British Columbia | Influence of the holly leaf miner, Phytomyza ilicis (Diptera Agromyzidae), on leaf abscission (https://doi.org/10.1080/00222938800770281) | Studies on the Biology of Phytomyza Atricornis Meigen (Agromyzidae: Diptera) | A New Leaf Miner Injurious to Larkspur (Phytomyza delphiniae Frost) (https://doi.org/10.1093/jee/21.6.855) | Biology and Host Range of Phytomyza vitalbae and its Establishment for the Biological Control of Clematis vitalba in New Zealand (https://doi.org/10.1080/09583150120067490) | Biology and leaf-mining behaviour of Phytomyza lanati (Diptera: Agromyzidae) (https://doi.org/10.4039/Ent100341-4) | The biology of the Chrysanthemum leaf-miner, Phytomyza atricornis mg. (Diptera: Agromyzide) (https://doi.org/10.1111/j.1744-7348.1936.tb06114.x) | Seasonal incidence of the leaf miner Liriomyza cicerina Rond (Diptera: Agromyzidae) in chickpea fields and effects of climatic parameters, chickpea variety, and planting date on the leaf miner infestation rate (https://doi.org/10.1007/s41207-020-00198-4)"
23,Diptera,Agromyzidae,,Phytomyza,periclymeni,Phytomyza periclymeni,Terrestrial,adultDiet,Leaf/Root/Stem Feeding,Species,Genus,Species,Leaf mining,MaterialCitation,20,"Manual of Nearctic Diptera | Plant Parasites of Europe (https://bladmineerders.nl/)| Manual of North American Agromyzidae (Diptera, Schizophora), with revision of the fauna of the “Delmarva” states (https://doi.org/10.3897/zookeys.1051.64603) | New records of Agromyzidae (Diptera) from Portugal, with an updated checklist (https://doi.org/10.2478/cszma-2018-0002) | Phytomyza omlandi spec. nov. – The first species of Agromyzidae (Diptera: Schizophora) reared from the family Gelsemiaceae (Asteridae) (https://doi.org/10.4289/0013-8797.113.1.42) | Bottom-up density regulation in the holly leaf-miner Phytomyza ilicis (https://doi.org/10.1111/j.0021-8790.2004.00867.x) | Molecular phylogenetics of the holly leafminers (Diptera: Agromyzidae: Phytomyza): species limits, speciation, and dietary specialization (https://doi.org/10.1006/mpev.2000.0830) | Adult movement of the native holly leafminer, Phytomyza ilicicola Loew (Diptera: Agromyzidae): Consequences for host choice within and between habitats (https://doi.org/10.1007/BF00317265) | A Taxonomic Survey of the Agromyzidae (Diptera) of Alberta, Canada, with Observations on Host-Plant Relationships | Effects of host-plant population size and plant sex on a specialist leaf-miner (https://doi.org/10.1016/j.actao.2010.11.007) | Diversity and host plant-use North American Phytomyza holly leafminers (Diptera: Agromyzidae): colonization, divergence, and specificity in a host-associated radiation (https://doi.org/10.1093/aesa/saaa03) | Plant hosts and parasitoid associations of leaf mining flies (Diptera: Agromyzidae) in the Canberra region of Australia (https://doi.org/10.1111/j.1440-6055.2007.00622.x) | The Diptera families of British Columbia | Influence of the holly leaf miner, Phytomyza ilicis (Diptera Agromyzidae), on leaf abscission (https://doi.org/10.1080/00222938800770281) | Studies on the Biology of Phytomyza Atricornis Meigen (Agromyzidae: Diptera) | A New Leaf Miner Injurious to Larkspur (Phytomyza delphiniae Frost) (https://doi.org/10.1093/jee/21.6.855) | Biology and Host Range of Phytomyza vitalbae and its Establishment for the Biological Control of Clematis vitalba in New Zealand (https://doi.org/10.1080/09583150120067490) | Biology and leaf-mining behaviour of Phytomyza lanati (Diptera: Agromyzidae) (https://doi.org/10.4039/Ent100341-4) | The biology of the Chrysanthemum leaf-miner, Phytomyza atricornis mg. (Diptera: Agromyzide) (https://doi.org/10.1111/j.1744-7348.1936.tb06114.x) | Seasonal incidence of the leaf miner Liriomyza cicerina Rond (Diptera: Agromyzidae) in chickpea fields and effects of climatic parameters, chickpea variety, and planting date on the leaf miner infestation rate (https://doi.org/10.1007/s41207-020-00198-4)"
24,Diptera,Agromyzidae,,Phytomyza,puccinelliae,Phytomyza puccinelliae,Terrestrial,adultDiet,Leaf/Root/Stem Feeding,Genus,Genus,Genus,"Some are leaf mining, while other species mine stems. Feed on a large variety of plants",MaterialCitation,20,"Manual of Nearctic Diptera | Plant Parasites of Europe (https://bladmineerders.nl/)| Manual of North American Agromyzidae (Diptera, Schizophora), with revision of the fauna of the “Delmarva” states (https://doi.org/10.3897/zookeys.1051.64603) | New records of Agromyzidae (Diptera) from Portugal, with an updated checklist (https://doi.org/10.2478/cszma-2018-0002) | Phytomyza omlandi spec. nov. – The first species of Agromyzidae (Diptera: Schizophora) reared from the family Gelsemiaceae (Asteridae) (https://doi.org/10.4289/0013-8797.113.1.42) | Bottom-up density regulation in the holly leaf-miner Phytomyza ilicis (https://doi.org/10.1111/j.0021-8790.2004.00867.x) | Molecular phylogenetics of the holly leafminers (Diptera: Agromyzidae: Phytomyza): species limits, speciation, and dietary specialization (https://doi.org/10.1006/mpev.2000.0830) | Adult movement of the native holly leafminer, Phytomyza ilicicola Loew (Diptera: Agromyzidae): Consequences for host choice within and between habitats (https://doi.org/10.1007/BF00317265) | A Taxonomic Survey of the Agromyzidae (Diptera) of Alberta, Canada, with Observations on Host-Plant Relationships | Effects of host-plant population size and plant sex on a specialist leaf-miner (https://doi.org/10.1016/j.actao.2010.11.007) | Diversity and host plant-use North American Phytomyza holly leafminers (Diptera: Agromyzidae): colonization, divergence, and specificity in a host-associated radiation (https://doi.org/10.1093/aesa/saaa03) | Plant hosts and parasitoid associations of leaf mining flies (Diptera: Agromyzidae) in the Canberra region of Australia (https://doi.org/10.1111/j.1440-6055.2007.00622.x) | The Diptera families of British Columbia | Influence of the holly leaf miner, Phytomyza ilicis (Diptera Agromyzidae), on leaf abscission (https://doi.org/10.1080/00222938800770281) | Studies on the Biology of Phytomyza Atricornis Meigen (Agromyzidae: Diptera) | A New Leaf Miner Injurious to Larkspur (Phytomyza delphiniae Frost) (https://doi.org/10.1093/jee/21.6.855) | Biology and Host Range of Phytomyza vitalbae and its Establishment for the Biological Control of Clematis vitalba in New Zealand (https://doi.org/10.1080/09583150120067490) | Biology and leaf-mining behaviour of Phytomyza lanati (Diptera: Agromyzidae) (https://doi.org/10.4039/Ent100341-4) | The biology of the Chrysanthemum leaf-miner, Phytomyza atricornis mg. (Diptera: Agromyzide) (https://doi.org/10.1111/j.1744-7348.1936.tb06114.x) | Seasonal incidence of the leaf miner Liriomyza cicerina Rond (Diptera: Agromyzidae) in chickpea fields and effects of climatic parameters, chickpea variety, and planting date on the leaf miner infestation rate (https://doi.org/10.1007/s41207-020-00198-4)"
25,Diptera,Anisopodidae,,Sylvicola,alternatus,Sylvicola alternatus,Terrestrial,adultDiet,Nectar/Pollen/Honeydew Feeding,Family,Family,Family,Larvae are found in decaying matter. Adults ovipost on moist surfaces. Adults feed on nectar and liquid substances,MaterialCitation,2,Manual of Nearctic Diptera | The Diptera families of British Columbia
26,Diptera,Anisopodidae,,Sylvicola,cinctus,Sylvicola cinctus,Terrestrial,adultDiet,Nectar/Pollen/Honeydew Feeding,Family,Family,Family,Larvae are found in decaying matter. Adults ovipost on moist surfaces. Adults feed on nectar and liquid substances,MaterialCitation,2,Manual of Nearctic Diptera | The Diptera families of British Columbia
27,Diptera,Anisopodidae,,Sylvicola,fuscatus,Sylvicola fuscatus,Terrestrial,adultDiet,Nectar/Pollen/Honeydew Feeding,Family,Family,Family,Larvae are found in decaying matter. Adults ovipost on moist surfaces. Adults feed on nectar and liquid substances,MaterialCitation,2,Manual of Nearctic Diptera | The Diptera families of British Columbia
28,Diptera,Anisopodidae,,Sylvicola,punctatus,Sylvicola punctatus,Terrestrial,adultDiet,Nectar/Pollen/Honeydew Feeding,Family,Family,Family,Larvae are found in decaying matter. Adults ovipost on moist surfaces. Adults feed on nectar and liquid substances,MaterialCitation,2,Manual of Nearctic Diptera | The Diptera families of British Columbia
29,Diptera,Anthomyiidae,,Alliopsis,fractiseta,Alliopsis fractiseta,Terrestrial,adultDiet,Nectar/Pollen/Honeydew Feeding,Family,Family,Family,"Larvae are found on alive or decaying plants. Larvae are mostly phytophagous or saprophagous. Adults visit flowers and feed on nectar. Found in habitats such as bogs, forests and meadows.",MaterialCitation,5,"Manual of Nearctic Diptera | Taxonomy of the Neotropical species of Calythea (Anthomyiidae: Diptera), with description of two new species from South America (https://doi.org/10.1590/1806-9665-RBENT-2021-0102) | Three new species of Botanophila Lioy (Diptera: Anthomyiidae) from the Mexican Transition Zone (https://doi.org/10.11646/zootaxa.5005.3.6) | Taxonomic review of Eurasian Paradelia Ringdahl (Diptera: Anthomyiidae) with descriptions of two new species | The Diptera families of British Columbia"
30,Diptera,Anthomyiidae,,Anthomyia,mimetica,Anthomyia mimetica,Terrestrial,adultDiet,Nectar/Pollen/Honeydew Feeding,Genus,Family,Genus,Some are found in birds nests. Some are coprophagous.,MaterialCitation,6,"The Diptera families of British Columbia | New Record and Phylogenetic Analysis of Anthomyia pluvialus in Nova Scotia (https://doi.org/10.1656/1092-6194(2004)011[0189:NRAPAO]2.0.CO;2) | Manual of Nearctic Diptera | Taxonomy of the Neotropical species of Calythea (Anthomyiidae: Diptera), with description of two new species from South America (https://doi.org/10.1590/1806-9665-RBENT-2021-0102) | Three new species of Botanophila Lioy (Diptera: Anthomyiidae) from the Mexican Transition Zone (https://doi.org/10.11646/zootaxa.5005.3.6) | Taxonomic review of Eurasian Paradelia Ringdahl (Diptera: Anthomyiidae) with descriptions of two new species"
31,Diptera,Anthomyiidae,,Anthomyia,plurinotata,Anthomyia plurinotata,Terrestrial,adultDiet,Nectar/Pollen/Honeydew Feeding,Genus,Family,Genus,Some are found in birds nests. Some are coprophagous.,MaterialCitation,6,"The Diptera families of British Columbia | New Record and Phylogenetic Analysis of Anthomyia pluvialus in Nova Scotia (https://doi.org/10.1656/1092-6194(2004)011[0189:NRAPAO]2.0.CO;2) | Manual of Nearctic Diptera | Taxonomy of the Neotropical species of Calythea (Anthomyiidae: Diptera), with description of two new species from South America (https://doi.org/10.1590/1806-9665-RBENT-2021-0102) | Three new species of Botanophila Lioy (Diptera: Anthomyiidae) from the Mexican Transition Zone (https://doi.org/10.11646/zootaxa.5005.3.6) | Taxonomic review of Eurasian Paradelia Ringdahl (Diptera: Anthomyiidae) with descriptions of two new species"
32,Diptera,Anthomyiidae,,Anthomyia,pluvialis,Anthomyia pluvialis,Terrestrial,adultDiet,Nectar/Pollen/Honeydew Feeding,Species,Family,Species,"Found in birds nests. Feed on scales, down and feces",MaterialCitation,6,"The Diptera families of British Columbia | New Record and Phylogenetic Analysis of Anthomyia pluvialus in Nova Scotia (https://doi.org/10.1656/1092-6194(2004)011[0189:NRAPAO]2.0.CO;2) | Manual of Nearctic Diptera | Taxonomy of the Neotropical species of Calythea (Anthomyiidae: Diptera), with description of two new species from South America (https://doi.org/10.1590/1806-9665-RBENT-2021-0102) | Three new species of Botanophila Lioy (Diptera: Anthomyiidae) from the Mexican Transition Zone (https://doi.org/10.11646/zootaxa.5005.3.6) | Taxonomic review of Eurasian Paradelia Ringdahl (Diptera: Anthomyiidae) with descriptions of two new species"
33,Diptera,Anthomyiidae,,Boreophorbia,hirtipes,Boreophorbia hirtipes,Terrestrial,adultDiet,Nectar/Pollen/Honeydew Feeding,Family,Family,Family,"Larvae are found on alive or decaying plants. Larvae are mostly phytophagous or saprophagous. Adults visit flowers and feed on nectar. Found in habitats such as bogs, forests and meadows.",MaterialCitation,5,"Manual of Nearctic Diptera | Taxonomy of the Neotropical species of Calythea (Anthomyiidae: Diptera), with description of two new species from South America (https://doi.org/10.1590/1806-9665-RBENT-2021-0102) | Three new species of Botanophila Lioy (Diptera: Anthomyiidae) from the Mexican Transition Zone (https://doi.org/10.11646/zootaxa.5005.3.6) | Taxonomic review of Eurasian Paradelia Ringdahl (Diptera: Anthomyiidae) with descriptions of two new species | The Diptera families of British Columbia"
34,Diptera,Anthomyiidae,,Botanophila,betarum,Botanophila betarum,Terrestrial,adultDiet,Nectar/Pollen/Honeydew Feeding,Genus,Genus,Genus,Adults of some species may also feed on fungi. Larvae feed on a wide variety of plants.,MaterialCitation,9,"The interaction of a Botanophila fly species with an exotic Epichloë fungus in a cultivated grass: fungivore or mutualist? (https://doi.org/10.1111/j.0013-8703.2004.00189.x) | Botanophila flies on Epichloë host species in Europe and North America: no evidence for co-evolution (https://doi.org/10.1111/j.1570-7458.2006.00518.x) | Botanophila-Epichloe association in cultivated Festuca in Oregon: evidence of simple fungivory (10.1111/j.1570-7458.2005.00309.x) | Plant Parasites of Europe (https://bladmineerders.nl/) | Diverse mechanisms of feeding and movement in Cyclorrhaphan larvae (Diptera) (https://doi.org/10.1080/00222933.2015.1010314) | Three new species of Botanophila Lioy (Diptera: Anthomyiidae) from the Mexican Transition Zone (https://doi.org/10.11646/zootaxa.5005.3.6) | Biology of the Epichloë–Botanophila interaction: An intriguing association between fungi and insects (https://doi-org.subzero.lib.uoguelph.ca/10.1016/j.fbr.2009.04.003) | Comparative biology of two rosette crown-feeding fies of the genus Botanophila (Dipt., Anthomyiidae) with potentialfor biological control of their thistle hosts (https://doi.org/10.1111/j.1439-0418.2001.00495.x) | Do Botanophila flies provide reproductive isolation between two species of Epichloë fungi? A field test (https://doi.org/10.1111/j.1469-8137.2010.03612.x)"
35,Diptera,Anthomyiidae,,Botanophila,fugax,Botanophila fugax,Terrestrial,adultDiet,Nectar/Pollen/Honeydew Feeding,Species,Genus,Species,,MaterialCitation,9,"The interaction of a Botanophila fly species with an exotic Epichloë fungus in a cultivated grass: fungivore or mutualist? (https://doi.org/10.1111/j.0013-8703.2004.00189.x) | Botanophila flies on Epichloë host species in Europe and North America: no evidence for co-evolution (https://doi.org/10.1111/j.1570-7458.2006.00518.x) | Botanophila-Epichloe association in cultivated Festuca in Oregon: evidence of simple fungivory (10.1111/j.1570-7458.2005.00309.x) | Plant Parasites of Europe (https://bladmineerders.nl/) | Diverse mechanisms of feeding and movement in Cyclorrhaphan larvae (Diptera) (https://doi.org/10.1080/00222933.2015.1010314) | Three new species of Botanophila Lioy (Diptera: Anthomyiidae) from the Mexican Transition Zone (https://doi.org/10.11646/zootaxa.5005.3.6) | Biology of the Epichloë–Botanophila interaction: An intriguing association between fungi and insects (https://doi-org.subzero.lib.uoguelph.ca/10.1016/j.fbr.2009.04.003) | Comparative biology of two rosette crown-feeding fies of the genus Botanophila (Dipt., Anthomyiidae) with potentialfor biological control of their thistle hosts (https://doi.org/10.1111/j.1439-0418.2001.00495.x) | Do Botanophila flies provide reproductive isolation between two species of Epichloë fungi? A field test (https://doi.org/10.1111/j.1469-8137.2010.03612.x)"
36,Diptera,Anthomyiidae,,Botanophila,hucketti,Botanophila hucketti,Terrestrial,adultDiet,Nectar/Pollen/Honeydew Feeding,Genus,Genus,Genus,Adults of some species may also feed on fungi. Larvae feed on a wide variety of plants.,MaterialCitation,9,"The interaction of a Botanophila fly species with an exotic Epichloë fungus in a cultivated grass: fungivore or mutualist? (https://doi.org/10.1111/j.0013-8703.2004.00189.x) | Botanophila flies on Epichloë host species in Europe and North America: no evidence for co-evolution (https://doi.org/10.1111/j.1570-7458.2006.00518.x) | Botanophila-Epichloe association in cultivated Festuca in Oregon: evidence of simple fungivory (10.1111/j.1570-7458.2005.00309.x) | Plant Parasites of Europe (https://bladmineerders.nl/) | Diverse mechanisms of feeding and movement in Cyclorrhaphan larvae (Diptera) (https://doi.org/10.1080/00222933.2015.1010314) | Three new species of Botanophila Lioy (Diptera: Anthomyiidae) from the Mexican Transition Zone (https://doi.org/10.11646/zootaxa.5005.3.6) | Biology of the Epichloë–Botanophila interaction: An intriguing association between fungi and insects (https://doi-org.subzero.lib.uoguelph.ca/10.1016/j.fbr.2009.04.003) | Comparative biology of two rosette crown-feeding fies of the genus Botanophila (Dipt., Anthomyiidae) with potentialfor biological control of their thistle hosts (https://doi.org/10.1111/j.1439-0418.2001.00495.x) | Do Botanophila flies provide reproductive isolation between two species of Epichloë fungi? A field test (https://doi.org/10.1111/j.1469-8137.2010.03612.x)"
37,Diptera,Anthomyiidae,,Botanophila,moriens,Botanophila moriens,Terrestrial,adultDiet,Nectar/Pollen/Honeydew Feeding,Genus,Genus,Genus,Adults of some species may also feed on fungi. Larvae feed on a wide variety of plants.,MaterialCitation,9,"The interaction of a Botanophila fly species with an exotic Epichloë fungus in a cultivated grass: fungivore or mutualist? (https://doi.org/10.1111/j.0013-8703.2004.00189.x) | Botanophila flies on Epichloë host species in Europe and North America: no evidence for co-evolution (https://doi.org/10.1111/j.1570-7458.2006.00518.x) | Botanophila-Epichloe association in cultivated Festuca in Oregon: evidence of simple fungivory (10.1111/j.1570-7458.2005.00309.x) | Plant Parasites of Europe (https://bladmineerders.nl/) | Diverse mechanisms of feeding and movement in Cyclorrhaphan larvae (Diptera) (https://doi.org/10.1080/00222933.2015.1010314) | Three new species of Botanophila Lioy (Diptera: Anthomyiidae) from the Mexican Transition Zone (https://doi.org/10.11646/zootaxa.5005.3.6) | Biology of the Epichloë–Botanophila interaction: An intriguing association between fungi and insects (https://doi-org.subzero.lib.uoguelph.ca/10.1016/j.fbr.2009.04.003) | Comparative biology of two rosette crown-feeding fies of the genus Botanophila (Dipt., Anthomyiidae) with potentialfor biological control of their thistle hosts (https://doi.org/10.1111/j.1439-0418.2001.00495.x) | Do Botanophila flies provide reproductive isolation between two species of Epichloë fungi? A field test (https://doi.org/10.1111/j.1469-8137.2010.03612.x)"
38,Diptera,Anthomyiidae,,Botanophila,profuga,Botanophila profuga,Terrestrial,adultDiet,Nectar/Pollen/Honeydew Feeding,Genus,Genus,Genus,Adults of some species may also feed on fungi. Larvae feed on a wide variety of plants.,MaterialCitation,9,"The interaction of a Botanophila fly species with an exotic Epichloë fungus in a cultivated grass: fungivore or mutualist? (https://doi.org/10.1111/j.0013-8703.2004.00189.x) | Botanophila flies on Epichloë host species in Europe and North America: no evidence for co-evolution (https://doi.org/10.1111/j.1570-7458.2006.00518.x) | Botanophila-Epichloe association in cultivated Festuca in Oregon: evidence of simple fungivory (10.1111/j.1570-7458.2005.00309.x) | Plant Parasites of Europe (https://bladmineerders.nl/) | Diverse mechanisms of feeding and movement in Cyclorrhaphan larvae (Diptera) (https://doi.org/10.1080/00222933.2015.1010314) | Three new species of Botanophila Lioy (Diptera: Anthomyiidae) from the Mexican Transition Zone (https://doi.org/10.11646/zootaxa.5005.3.6) | Biology of the Epichloë–Botanophila interaction: An intriguing association between fungi and insects (https://doi-org.subzero.lib.uoguelph.ca/10.1016/j.fbr.2009.04.003) | Comparative biology of two rosette crown-feeding fies of the genus Botanophila (Dipt., Anthomyiidae) with potentialfor biological control of their thistle hosts (https://doi.org/10.1111/j.1439-0418.2001.00495.x) | Do Botanophila flies provide reproductive isolation between two species of Epichloë fungi? A field test (https://doi.org/10.1111/j.1469-8137.2010.03612.x)"
39,Diptera,Anthomyiidae,,Botanophila,rubrigena,Botanophila rubrigena,Terrestrial,adultDiet,Nectar/Pollen/Honeydew Feeding,Genus,Genus,Genus,Adults of some species may also feed on fungi. Larvae feed on a wide variety of plants.,MaterialCitation,9,"The interaction of a Botanophila fly species with an exotic Epichloë fungus in a cultivated grass: fungivore or mutualist? (https://doi.org/10.1111/j.0013-8703.2004.00189.x) | Botanophila flies on Epichloë host species in Europe and North America: no evidence for co-evolution (https://doi.org/10.1111/j.1570-7458.2006.00518.x) | Botanophila-Epichloe association in cultivated Festuca in Oregon: evidence of simple fungivory (10.1111/j.1570-7458.2005.00309.x) | Plant Parasites of Europe (https://bladmineerders.nl/) | Diverse mechanisms of feeding and movement in Cyclorrhaphan larvae (Diptera) (https://doi.org/10.1080/00222933.2015.1010314) | Three new species of Botanophila Lioy (Diptera: Anthomyiidae) from the Mexican Transition Zone (https://doi.org/10.11646/zootaxa.5005.3.6) | Biology of the Epichloë–Botanophila interaction: An intriguing association between fungi and insects (https://doi-org.subzero.lib.uoguelph.ca/10.1016/j.fbr.2009.04.003) | Comparative biology of two rosette crown-feeding fies of the genus Botanophila (Dipt., Anthomyiidae) with potentialfor biological control of their thistle hosts (https://doi.org/10.1111/j.1439-0418.2001.00495.x) | Do Botanophila flies provide reproductive isolation between two species of Epichloë fungi? A field test (https://doi.org/10.1111/j.1469-8137.2010.03612.x)"
