Family ,Subfamily,Genus ,Species,Habitat,Adult_Diet,Larval_Diet ,Assignment_Level,Number_of_References,Reference_title_1,Reference_DOI_1,Reference_title_2,Reference_DOI_2,Reference_title_3,Reference_DOI_3,Reference_title_4,Reference_DOI_4,Reference_title_5,Reference_DOI_5,Reference_title_6,Reference_DOI_6,Reference_title_7,Reference_DOI_7,Reference_title_8,Reference_DOI_8,Reference_title_9,Reference_DOI_9,Reference_title_10,Reference_DOI_10,Reference_title_11,Reference_DOI_11,Reference_title_12,Reference_DOI_12
Agromyzidae,,Phytomyza,Phytomyza puccinelliae,Terrestrial,Phytophagous,Phytophagous,Genus,12,First report of Phytomyza orobanchia (Diptera: Agromyzidae) from Poland and Chymomyza amoena (Diptera: Drosophilidae) on Phelipanche ramose (Orobanchaceae),10.1653/024.101.0333,Molecular evidence of host-associated genetic divergence in the holly leafminer Phytomyza glabricola (Diptera: Agromyzidae): apparent discordance among marker systems,10.1111/j.1365-294X.2007.03303.x,"Evidence for ecological speciation via a host shift in the holly leaf miner, Phytomyza glabricola (Diptera: Agromyzidae)",10.1002/ece3.2358,A new afrotropical species of Phytomyza in the subgenus Ptochomyza (Diptera: Agromyzidae),10.5733/afin.056.0309,Phytomyza omlandi spec. nov. – The first species of Agromyzidae (Diptera: Schizophora) reared from the family Gelsemiaceae (Asteridae),10.4289/0013-8797.113.1.42,Bottom-up density regulation in the holly leaf-miner Phytomyza ilicis,10.1111/j.0021-8790.2004.00867.x,"Molecular phylogenetics of the holly leafminers (Diptera: Agromyzidae: Phytomyza): species limits, speciation, and dietary specialization", 10.1006/mpev.2000.0830,"Adult movement of the native holly leafminer, Phytomyza ilicicola Loew (Diptera: Agromyzidae): Consequences for host choice within and between habitats",10.1007/BF00317265,Environmental and clonal influences on host choice and larval survival in a leafmining insect,10.2307/5199,Effects of host-plant population size and plant sex on a specialist leaf-miner,10.1016/j.actao.2010.11.007,"Diversity and host plant-use North American Phytomyza holly leafminers (Diptera: Agromyzidae): colonization, divergence, and specificity in a host-associated radiation",10.1093/aesa/saaa03,Plant hosts and parasitoid associations of leaf mining flies (Diptera: Agromyzidae) in the Canberra region of Australia,10.1111/j.1440-6055.2007.00622.x
Anisopodidae,,,,Terrestrial,Nectivore,Saprophagous,Family,2,New records of Sylvicola (Diptera: Anisopodidae) from Romania,10.3897/BDJ.4.e7861,"Anisopodidae and Dixidae (Diptera) of the Gemer region, with a new record for Slovakia",10.2478/v10210-011-0019-2,,,,,,,,,,,,,,,,,,,,
Anisopodidae,,Sylvicola,,Terrestrial,Nectivore,Saprophagous,Family,2,New records of Sylvicola (Diptera: Anisopodidae) from Romania,10.3897/BDJ.4.e7861,"Anisopodidae and Dixidae (Diptera) of the Gemer region, with a new record for Slovakia",10.2478/v10210-011-0019-2,,,,,,,,,,,,,,,,,,,,
Anisopodidae,,Sylvicola,Sylvicola alternatus,Terrestrial,Nectivore,Saprophagous,Family,2,New records of Sylvicola (Diptera: Anisopodidae) from Romania,10.3897/BDJ.4.e7861,"Anisopodidae and Dixidae (Diptera) of the Gemer region, with a new record for Slovakia",10.2478/v10210-011-0019-2,,,,,,,,,,,,,,,,,,,,
Anisopodidae,,Sylvicola,Sylvicola cinctus,Terrestrial,Nectivore,Saprophagous,Species,2,New records of Sylvicola (Diptera: Anisopodidae) from Romania,10.3897/BDJ.4.e7861,"The genus Sylvicola Harris, 1780 (Diptera, Anisopodidae) in Norway – with a key to the North European species",,,,,,,,,,,,,,,,,,,,,
Anisopodidae,,Sylvicola,Sylvicola fuscatus,Terrestrial,Nectivore,Saprophagous,Family,2,New records of Sylvicola (Diptera: Anisopodidae) from Romania,10.3897/BDJ.4.e7861,"Anisopodidae and Dixidae (Diptera) of the Gemer region, with a new record for Slovakia",10.2478/v10210-011-0019-2,,,,,,,,,,,,,,,,,,,,
Anisopodidae,,Sylvicola,Sylvicola punctatus,Terrestrial,Nectivore,Saprophagous,Family,2,New records of Sylvicola (Diptera: Anisopodidae) from Romania,10.3897/BDJ.4.e7861,"Anisopodidae and Dixidae (Diptera) of the Gemer region, with a new record for Slovakia",10.2478/v10210-011-0019-2,,,,,,,,,,,,,,,,,,,,
Anthomyiidae,,,,Terrestrial,Nectivore,Phytophagous,Family,7,Assessing the relationship between pest density and plant damage: a case study with the belowground herbivore Delia radicum (Diptera: Anthomyiidae) on broccoli,10.1007/s13355-019-00607-3,"Population variability of three Delia species (Diptera: Anthomyiidae) from the same agricultural habitat in Quebec, Canada",10.4039/tce.2017.52,A HRM assay for rapid identification of members of the seedcorn maggot complex (Delia florilega and D. platura) (Diptera: Anthomyiidae) and evidence of variation in temporal patterns of larval occurrence,10.1093/jee/toaa230,"Oviposition, feeding preferences and distribution of Delia species (Diptera: Anthomyiidae) in Eastern Canadian onions",10.3390/insects11110780,Management of Delia (Diptera: Anthomyiidae) through selectively timed planting of Phaseolus vulgaris (Fabaceae) in Atlantic Canada,10.4039/tce.2018.36,Spring emergence and seasonal flight of Delia radicum L. (Diptera: Anthomyiidae) in western Oregon,10.1603/0046-225X-35.2.465,"Seasonal flight, optimal timing and efficacy of selected insecticides for cabbage maggot (Delia radicum L., Diptera: Anthomyiidae) control",10.3390/insects3041001,,,,,,,,,,
Anthomyiidae,,Alliopsis,,Terrestrial,Nectivore,Phytophagous,Family,7,Assessing the relationship between pest density and plant damage: a case study with the belowground herbivore Delia radicum (Diptera: Anthomyiidae) on broccoli,10.1007/s13355-019-00607-3,"Population variability of three Delia species (Diptera: Anthomyiidae) from the same agricultural habitat in Quebec, Canada",10.4039/tce.2017.52,A HRM assay for rapid identification of members of the seedcorn maggot complex (Delia florilega and D. platura) (Diptera: Anthomyiidae) and evidence of variation in temporal patterns of larval occurrence,10.1093/jee/toaa230,"Oviposition, feeding preferences and distribution of Delia species (Diptera: Anthomyiidae) in Eastern Canadian onions",10.3390/insects11110780,Management of Delia (Diptera: Anthomyiidae) through selectively timed planting of Phaseolus vulgaris (Fabaceae) in Atlantic Canada,10.4039/tce.2018.36,Spring emergence and seasonal flight of Delia radicum L. (Diptera: Anthomyiidae) in western Oregon,10.1603/0046-225X-35.2.465,"Seasonal flight, optimal timing and efficacy of selected insecticides for cabbage maggot (Delia radicum L., Diptera: Anthomyiidae) control",10.3390/insects3041001,,,,,,,,,,
Anthomyiidae,,Alliopsis,Alliopsis fractiseta,Terrestrial,Nectivore,Phytophagous,Family,7,Assessing the relationship between pest density and plant damage: a case study with the belowground herbivore Delia radicum (Diptera: Anthomyiidae) on broccoli,10.1007/s13355-019-00607-3,"Population variability of three Delia species (Diptera: Anthomyiidae) from the same agricultural habitat in Quebec, Canada",10.4039/tce.2017.52,A HRM assay for rapid identification of members of the seedcorn maggot complex (Delia florilega and D. platura) (Diptera: Anthomyiidae) and evidence of variation in temporal patterns of larval occurrence,10.1093/jee/toaa230,"Oviposition, feeding preferences and distribution of Delia species (Diptera: Anthomyiidae) in Eastern Canadian onions",10.3390/insects11110780,Management of Delia (Diptera: Anthomyiidae) through selectively timed planting of Phaseolus vulgaris (Fabaceae) in Atlantic Canada,10.4039/tce.2018.36,Spring emergence and seasonal flight of Delia radicum L. (Diptera: Anthomyiidae) in western Oregon,10.1603/0046-225X-35.2.465,"Seasonal flight, optimal timing and efficacy of selected insecticides for cabbage maggot (Delia radicum L., Diptera: Anthomyiidae) control",10.3390/insects3041001,,,,,,,,,,
Anthomyiidae,,Anthomyia,,Terrestrial,Nectivore,Phytophagous,Family,7,Assessing the relationship between pest density and plant damage: a case study with the belowground herbivore Delia radicum (Diptera: Anthomyiidae) on broccoli,10.1007/s13355-019-00607-3,"Population variability of three Delia species (Diptera: Anthomyiidae) from the same agricultural habitat in Quebec, Canada",10.4039/tce.2017.52,A HRM assay for rapid identification of members of the seedcorn maggot complex (Delia florilega and D. platura) (Diptera: Anthomyiidae) and evidence of variation in temporal patterns of larval occurrence,10.1093/jee/toaa230,"Oviposition, feeding preferences and distribution of Delia species (Diptera: Anthomyiidae) in Eastern Canadian onions",10.3390/insects11110780,Management of Delia (Diptera: Anthomyiidae) through selectively timed planting of Phaseolus vulgaris (Fabaceae) in Atlantic Canada,10.4039/tce.2018.36,Spring emergence and seasonal flight of Delia radicum L. (Diptera: Anthomyiidae) in western Oregon,10.1603/0046-225X-35.2.465,"Seasonal flight, optimal timing and efficacy of selected insecticides for cabbage maggot (Delia radicum L., Diptera: Anthomyiidae) control",10.3390/insects3041001,,,,,,,,,,
Anthomyiidae,,Anthomyia,Anthomyia mimetica,Terrestrial,Nectivore,Phytophagous,Family,7,Assessing the relationship between pest density and plant damage: a case study with the belowground herbivore Delia radicum (Diptera: Anthomyiidae) on broccoli,10.1007/s13355-019-00607-3,"Population variability of three Delia species (Diptera: Anthomyiidae) from the same agricultural habitat in Quebec, Canada",10.4039/tce.2017.52,A HRM assay for rapid identification of members of the seedcorn maggot complex (Delia florilega and D. platura) (Diptera: Anthomyiidae) and evidence of variation in temporal patterns of larval occurrence,10.1093/jee/toaa230,"Oviposition, feeding preferences and distribution of Delia species (Diptera: Anthomyiidae) in Eastern Canadian onions",10.3390/insects11110780,Management of Delia (Diptera: Anthomyiidae) through selectively timed planting of Phaseolus vulgaris (Fabaceae) in Atlantic Canada,10.4039/tce.2018.36,Spring emergence and seasonal flight of Delia radicum L. (Diptera: Anthomyiidae) in western Oregon,10.1603/0046-225X-35.2.465,"Seasonal flight, optimal timing and efficacy of selected insecticides for cabbage maggot (Delia radicum L., Diptera: Anthomyiidae) control",10.3390/insects3041001,,,,,,,,,,
Anthomyiidae,,Anthomyia,Anthomyia plurinotata,Terrestrial,Nectivore,Phytophagous,Family,7,Assessing the relationship between pest density and plant damage: a case study with the belowground herbivore Delia radicum (Diptera: Anthomyiidae) on broccoli,10.1007/s13355-019-00607-3,"Population variability of three Delia species (Diptera: Anthomyiidae) from the same agricultural habitat in Quebec, Canada",10.4039/tce.2017.52,A HRM assay for rapid identification of members of the seedcorn maggot complex (Delia florilega and D. platura) (Diptera: Anthomyiidae) and evidence of variation in temporal patterns of larval occurrence,10.1093/jee/toaa230,"Oviposition, feeding preferences and distribution of Delia species (Diptera: Anthomyiidae) in Eastern Canadian onions",10.3390/insects11110780,Management of Delia (Diptera: Anthomyiidae) through selectively timed planting of Phaseolus vulgaris (Fabaceae) in Atlantic Canada,10.4039/tce.2018.36,Spring emergence and seasonal flight of Delia radicum L. (Diptera: Anthomyiidae) in western Oregon,10.1603/0046-225X-35.2.465,"Seasonal flight, optimal timing and efficacy of selected insecticides for cabbage maggot (Delia radicum L., Diptera: Anthomyiidae) control",10.3390/insects3041001,,,,,,,,,,
Anthomyiidae,,Anthomyia,Anthomyia pluvialis,Terrestrial,Nectivore,Phytophagous,Family,7,Assessing the relationship between pest density and plant damage: a case study with the belowground herbivore Delia radicum (Diptera: Anthomyiidae) on broccoli,10.1007/s13355-019-00607-3,"Population variability of three Delia species (Diptera: Anthomyiidae) from the same agricultural habitat in Quebec, Canada",10.4039/tce.2017.52,A HRM assay for rapid identification of members of the seedcorn maggot complex (Delia florilega and D. platura) (Diptera: Anthomyiidae) and evidence of variation in temporal patterns of larval occurrence,10.1093/jee/toaa230,"Oviposition, feeding preferences and distribution of Delia species (Diptera: Anthomyiidae) in Eastern Canadian onions",10.3390/insects11110780,Management of Delia (Diptera: Anthomyiidae) through selectively timed planting of Phaseolus vulgaris (Fabaceae) in Atlantic Canada,10.4039/tce.2018.36,Spring emergence and seasonal flight of Delia radicum L. (Diptera: Anthomyiidae) in western Oregon,10.1603/0046-225X-35.2.465,"Seasonal flight, optimal timing and efficacy of selected insecticides for cabbage maggot (Delia radicum L., Diptera: Anthomyiidae) control",10.3390/insects3041001,,,,,,,,,,
Anthomyiidae,,Boreophorbia,,Terrestrial,Nectivore,Phytophagous,Family,7,Assessing the relationship between pest density and plant damage: a case study with the belowground herbivore Delia radicum (Diptera: Anthomyiidae) on broccoli,10.1007/s13355-019-00607-3,"Population variability of three Delia species (Diptera: Anthomyiidae) from the same agricultural habitat in Quebec, Canada",10.4039/tce.2017.52,A HRM assay for rapid identification of members of the seedcorn maggot complex (Delia florilega and D. platura) (Diptera: Anthomyiidae) and evidence of variation in temporal patterns of larval occurrence,10.1093/jee/toaa230,"Oviposition, feeding preferences and distribution of Delia species (Diptera: Anthomyiidae) in Eastern Canadian onions",10.3390/insects11110780,Management of Delia (Diptera: Anthomyiidae) through selectively timed planting of Phaseolus vulgaris (Fabaceae) in Atlantic Canada,10.4039/tce.2018.36,Spring emergence and seasonal flight of Delia radicum L. (Diptera: Anthomyiidae) in western Oregon,10.1603/0046-225X-35.2.465,"Seasonal flight, optimal timing and efficacy of selected insecticides for cabbage maggot (Delia radicum L., Diptera: Anthomyiidae) control",10.3390/insects3041001,,,,,,,,,,
Anthomyiidae,,Boreophorbia,Boreophorbia hirtipes,Terrestrial,Nectivore,Phytophagous,Family,7,Assessing the relationship between pest density and plant damage: a case study with the belowground herbivore Delia radicum (Diptera: Anthomyiidae) on broccoli,10.1007/s13355-019-00607-3,"Population variability of three Delia species (Diptera: Anthomyiidae) from the same agricultural habitat in Quebec, Canada",10.4039/tce.2017.52,A HRM assay for rapid identification of members of the seedcorn maggot complex (Delia florilega and D. platura) (Diptera: Anthomyiidae) and evidence of variation in temporal patterns of larval occurrence,10.1093/jee/toaa230,"Oviposition, feeding preferences and distribution of Delia species (Diptera: Anthomyiidae) in Eastern Canadian onions",10.3390/insects11110780,Management of Delia (Diptera: Anthomyiidae) through selectively timed planting of Phaseolus vulgaris (Fabaceae) in Atlantic Canada,10.4039/tce.2018.36,Spring emergence and seasonal flight of Delia radicum L. (Diptera: Anthomyiidae) in western Oregon,10.1603/0046-225X-35.2.465,"Seasonal flight, optimal timing and efficacy of selected insecticides for cabbage maggot (Delia radicum L., Diptera: Anthomyiidae) control",10.3390/insects3041001,,,,,,,,,,
Anthomyiidae,,Botanophila ,,Terrestrial,Nectivore,Phytophagous_and_Fungivore,Genus,3,The interaction of a Botanophila fly species with an exotic Epichloë fungus in a cultivated grass: fungivore or mutualist?,10.1111/j.0013-8703.2004.00189.x,Botanophila flies on Epichloë host species in Europe and North America: no evidence for co-evolution,10.1111/j.1570-7458.2006.00518.x,Botanophila-Epichloe association in cultivated Festuca in Oregon: evidence of simple fungivory,10.1111/j.1570-7458.2005.00309.x,,,,,,,,,,,,,,,,,,
Anthomyiidae,,Botanophila ,Botanophila betarum,Terrestrial,Nectivore,Phytophagous_and_Fungivore,Genus,3,The interaction of a Botanophila fly species with an exotic Epichloë fungus in a cultivated grass: fungivore or mutualist?,10.1111/j.0013-8703.2004.00189.x,Botanophila flies on Epichloë host species in Europe and North America: no evidence for co-evolution,10.1111/j.1570-7458.2006.00518.x,Botanophila-Epichloe association in cultivated Festuca in Oregon: evidence of simple fungivory,10.1111/j.1570-7458.2005.00309.x,,,,,,,,,,,,,,,,,,
Anthomyiidae,,Botanophila ,Botanophila fugax,Terrestrial,Nectivore,Phytophagous_and_Fungivore,Genus,3,The interaction of a Botanophila fly species with an exotic Epichloë fungus in a cultivated grass: fungivore or mutualist?,10.1111/j.0013-8703.2004.00189.x,Botanophila flies on Epichloë host species in Europe and North America: no evidence for co-evolution,10.1111/j.1570-7458.2006.00518.x,Botanophila-Epichloe association in cultivated Festuca in Oregon: evidence of simple fungivory,10.1111/j.1570-7458.2005.00309.x,,,,,,,,,,,,,,,,,,
Anthomyiidae,,Botanophila ,Botanophila hucketti,Terrestrial,Nectivore,Phytophagous_and_Fungivore,Genus,3,The interaction of a Botanophila fly species with an exotic Epichloë fungus in a cultivated grass: fungivore or mutualist?,10.1111/j.0013-8703.2004.00189.x,Botanophila flies on Epichloë host species in Europe and North America: no evidence for co-evolution,10.1111/j.1570-7458.2006.00518.x,Botanophila-Epichloe association in cultivated Festuca in Oregon: evidence of simple fungivory,10.1111/j.1570-7458.2005.00309.x,,,,,,,,,,,,,,,,,,
Anthomyiidae,,Botanophila ,Botanophila moriens,Terrestrial,Nectivore,Phytophagous_and_Fungivore,Genus,3,The interaction of a Botanophila fly species with an exotic Epichloë fungus in a cultivated grass: fungivore or mutualist?,10.1111/j.0013-8703.2004.00189.x,Botanophila flies on Epichloë host species in Europe and North America: no evidence for co-evolution,10.1111/j.1570-7458.2006.00518.x,Botanophila-Epichloe association in cultivated Festuca in Oregon: evidence of simple fungivory,10.1111/j.1570-7458.2005.00309.x,,,,,,,,,,,,,,,,,,
